"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: chunkSize","Param: fileSize"
"com.ionutbalosin.jvm.performance.benchmarks.api.diskio.ByteArrayOutputStreamBenchmark.write","avgt",1,25,76.056039,1.183406,"ns/op",_1_KB,_64_MB
